權證代號,權證簡稱,履約價格,行使比例,到期日
043631,致茂凱基57購01,1050.0,0.023,20260707
043632,微星凱基55購01,110.0,0.09,20260507
043633,瑞昱凱基55購01,550.0,0.05,20260507
043634,漢唐凱基58購01,900.0,0.01,20260806
043635,建準凱基56購03,185.0,0.12,20260605
043636,創見凱基56購01,170.0,0.14,20260605
043637,可成凱基55購01,235.0,0.1,20260507
043638,長榮凱基57購02,250.0,0.15,20260707
043639,晶豪科凱基55購03,90.0,0.12,20260507
04363U,世芯永豐53售05,2476.71,0.01,20260312
043640,欣興凱基55購04,244.1,0.161,20260507
043641,景碩凱基55購01,170.0,0.1,20260507
043642,京鼎凱基57購01,375.0,0.055,20260707
043643,貿聯凱基5B購01,1700.0,0.008,20261105
043644,神達凱基58購02,109.0,0.15,20260806
043645,致伸凱基55購01,100.0,0.15,20260507
043646,祥碩凱基58購01,1800.0,0.01,20260806
043647,亞翔凱基55購04,580.0,0.055,20260507
043648,力成凱基56購03,250.0,0.1,20260605
043649,矽格凱基55購02,115.0,0.09,20260507
04364U,臻鼎永豐51售01,90.0,0.12,20260113
043650,保瑞凱基55購03,650.0,0.025,20260507
043651,愛普凱基59購01,450.0,0.035,20260907
043652,緯穎凱基55購08,5350.0,0.006,20260507
043653,來億凱基55購01,300.0,0.08,20260507
043654,兆聯凱基55購01,700.0,0.025,20260507
043655,臺股指凱基5A購10,31888.0,0.0015,20261007
043656,亞力統一5B購01,142.0,0.031,20261105
043657,國巨統一58購06,296.56,0.018,20260806
043658,國巨統一59購06,288.0,0.016,20260907
043659,國巨統一5B購04,308.43,0.014,20261105
04365U,台灣50群益51售03,49.65,0.504,20260113
043660,國巨統一5C購05,308.88,0.016,20261207
043661,金像電統一5A購03,551.0,0.007,20261007
043662,台光電統一57購03,1578.0,0.003,20260707
043663,台光電統一5B購01,1903.5,0.003,20261105
043664,京元電統一5A購01,281.5,0.016,20261007
043665,晶豪科統一6B購01,131.68,0.013,20271105
043666,貿聯統一59購02,1740.63,0.002,20260907
043667,上緯控統一5B購01,145.67,0.013,20261105
043668,上緯控統一6B購01,177.77,0.01,20271105
043669,日月光統一5B購01,323.75,0.02,20261105
04366U,台灣50群益54售05,43.2,1.007,20260413
043670,崇越統一5B購01,449.55,0.01,20261105
043671,精成科統一59購01,136.0,0.027,20260907
043672,力成統一59購02,190.0,0.02,20260907
043673,緯穎統一56購01,4415.0,0.001,20260605
043674,長華統一5B購01,56.66,0.045,20261105
043675,至上統一59購01,80.74,0.05,20260907
043676,至上統一65購01,101.11,0.024,20270506
043677,T50正2元大55購06,460.0,0.1,20260507
043678,SP黃豆元大56購01,25.0,0.6,20260605
043679,台泥元大55購03,21.05,0.383,20260507
04367U,台灣50群益54售06,45.68,1.007,20260413
043680,東元元大55購04,118.5,0.039,20260507
043681,光寶科元大58購05,229.0,0.034,20260806
043682,鴻海元大58購03,265.0,0.043,20260806
043683,仁寶元大55購01,34.45,0.363,20260507
043684,台積電元大55購15,1650.0,0.007,20260507
043685,台積電元大55購16,1685.0,0.007,20260507
043686,智邦元大55購13,1210.0,0.008,20260507
043687,智邦元大58購03,1275.0,0.005,20260806
043688,致茂元大55購04,844.0,0.014,20260507
043689,金像電元大59購02,670.0,0.011,20260907
04368U,迅得群益51售01,140.0,0.04,20260113
043690,凱美元大55購01,95.0,0.095,20260507
043691,台光電元大55購08,1695.0,0.004,20260507
043692,台光電元大55購09,1665.0,0.004,20260507
043693,台光電元大5B購02,1960.0,0.004,20261105
043694,友達元大55購02,14.1,0.695,20260507
043695,建準元大55購01,151.5,0.038,20260507
043696,建準元大59購01,184.5,0.04,20260907
043697,建準元大5B購01,221.0,0.032,20261105
043698,興勤元大55購01,200.5,0.061,20260507
043699,美律元大55購01,115.24,0.1,20260507
04369U,富世達群益51售04,694.67,0.02,20260113
043700,立隆電元大55購03,140.5,0.074,20260507
043701,可成元大55購01,238.5,0.057,20260507
043702,華新科元大55購02,123.5,0.039,20260507
043703,長榮元大55購12,189.0,0.039,20260507
043704,萬海元大58購02,98.6,0.074,20260806
043705,八方元大55購01,208.5,0.042,20260507
043706,禾伸堂元大55購01,160.0,0.08,20260507
043707,偉訓元大55購01,109.5,0.043,20260507
043708,欣興元大56購06,235.17,0.06,20260605
043709,健鼎元大55購03,393.5,0.03,20260507
04370U,臺股指群益51售06,21000.0,0.0006,20260113
043710,景碩元大5A購03,171.5,0.023,20261007
043711,緯創元大55購06,148.5,0.034,20260507
043712,京鼎元大55購04,449.5,0.031,20260507
043713,貿聯元大58購02,1780.0,0.004,20260806
043714,神達元大5B購02,111.5,0.033,20261105
043715,上緯控元大58購01,178.5,0.045,20260806
043716,日月光元大55購04,311.5,0.036,20260507
043717,日月光元大5A購03,333.5,0.031,20261007
043718,定穎控元大55購04,120.0,0.064,20260507
043719,材料元大55購03,59.4,0.186,20260507
04371U,臺股指群益54售17,19000.0,0.0015,20260413
043720,jpp元大5B購01,365.5,0.015,20261105
043721,旭隼元大55購02,1300.0,0.004,20260507
043722,矽力元大55購01,241.5,0.05,20260507
043723,緯穎元大55購06,5170.0,0.002,20260507
043724,志強元大55購01,131.96,0.044,20260507
043725,力積電元大5B購02,37.6,0.099,20261105
043726,兆聯元大55購02,708.0,0.01,20260507
043727,南電元大58購05,355.0,0.014,20260806
043728,至上元大58購02,64.8,0.085,20260806
043729,中興電群益55購02,185.0,0.15,20260507
04372U,美時元大51售03,169.46,0.103,20260113
043730,亞德客群益56購01,1200.0,0.015,20260605
043731,光寶科群益55購06,198.0,0.06,20260507
043732,凱美群益55購02,100.0,0.1,20260507
043733,台光電群益55購10,1525.0,0.009,20260507
043734,台光電群益55購11,1650.0,0.02,20260507
043735,億光群益55購01,70.5,0.2,20260507
043736,美律群益56購01,137.5,0.1,20260605
043737,京元電群益55購04,286.0,0.08,20260507
043738,京元電群益55購05,330.0,0.1,20260507
043739,聯發科群益55購04,1425.0,0.016,20260507
04373U,川湖元大51售06,1879.19,0.007,20260113
043740,萬海群益55購03,93.0,0.25,20260507
043741,大立光群益55購03,2325.0,0.01,20260507
043742,健鼎群益55購02,430.0,0.06,20260507
043743,緯創群益55購04,150.0,0.14,20260507
043744,世芯群益55購03,3475.0,0.004,20260507
043745,崇越群益55購02,370.0,0.05,20260507
043746,力智群益55購01,250.0,0.06,20260507
043747,南電群益55購07,305.0,0.1,20260507
043748,亞德客國泰56購01,1035.0,0.007,20260608
043749,聯電國泰56購01,58.0,0.75,20260608
04374U,台積電元大51售69,1075.7,0.011,20260113
043751,台積電統一4C購04,1359.8,0.003,20251216
043752,旺宏國泰56購03,38.0,0.15,20260608
043755,金像電國泰56購01,570.0,0.03,20260608
043756,京元電國泰56購01,245.0,0.04,20260608
043757,可成國泰56購01,250.0,0.1,20260608
043758,聯鈞國泰56購01,285.0,0.033,20260608
043759,群創國泰56購01,14.5,1.0,20260608
04375U,台積電元大51售70,1095.62,0.01,20260113
043761,宏致國泰56購01,83.0,0.16,20260608
043762,祥碩國泰56購01,1900.0,0.01,20260608
043763,亞力元富55購03,130.0,0.08,20260507
043764,光寶科元富56購03,200.0,0.1,20260608
043765,台積電元富55購02,1550.0,0.05,20260507
043766,台積電元富55購03,2190.0,0.03,20260507
043767,金像電元富55購02,500.0,0.14,20260507
043768,京元電元富55購02,300.0,0.25,20260507
043769,可成元富55購01,280.0,0.2,20260507
04376U,致茂元大51售02,350.0,0.044,20260113
043770,緯創元富55購02,140.0,0.5,20260507
043772,永崴控統一51購01,81.1,0.028,20260115
043773,緯創元富55購03,165.0,0.1,20260507
043774,智易元富55購01,250.0,0.1,20260507
043775,碩天元富55購01,300.0,0.1,20260507
043776,世芯元富55購04,4000.0,0.002,20260507
043777,保瑞統一51購01,1039.19,0.001,20260115
043778,世芯元富55購05,4200.0,0.003,20260507
043779,神達元富55購02,100.0,0.7,20260507
04377U,金像電元大51售09,285.0,0.044,20260113
043780,旭隼元富57購01,1736.0,0.025,20260708
043781,惠特元富55購03,95.0,0.13,20260507
043782,兆聯元富55購02,808.0,0.033,20260507
043783,勤誠元富55購01,1150.0,0.015,20260507
043784,勤誠元富55購02,1300.0,0.015,20260507
043785,勤誠元富58購01,1492.5,0.01,20260806
043786,世紀鋼元富55購02,170.0,0.1,20260507
043787,台灣50國票55購02,66.5,0.5,20260507
043788,T50正2國票55購02,390.0,0.06,20260507
043789,台積電國票57購04,2100.0,0.03,20260708
04378U,技嘉元大51售05,265.27,0.046,20260113
043790,旺宏國票55購04,37.0,0.25,20260507
043791,旺宏國票57購02,42.0,0.27,20260708
043792,光罩國票56購01,54.0,0.7,20260608
043793,偉訓國票55購02,121.0,0.08,20260507
043794,聯鈞國票56購01,310.0,0.055,20260608
043795,事欣科國票55購02,60.0,0.16,20260507
043796,事欣科國票56購01,70.0,0.2,20260608
043797,祥碩國票56購02,1600.0,0.007,20260608
043798,佳必琪國票57購01,215.0,0.1,20260708
043799,樺漢國票56購01,420.0,0.09,20260608
04379U,陽明元大51售05,54.0,0.35,20260113
043800,惠特國票56購02,115.0,0.18,20260608
043801,至上國票56購03,110.0,0.32,20260608
043802,南茂國票56購02,52.0,0.6,20260608
043803,勤誠國票55購01,1000.0,0.01,20260507
043804,勤誠國票56購03,1200.0,0.01,20260608
043805,勤誠國票57購01,1400.0,0.01,20260708
043806,臺股指國票55購04,31000.0,0.002,20260507
043807,臺股指國票55購05,32888.0,0.003,20260507
043808,臺股指國票56購02,29000.0,0.001,20260608
043809,台灣50永豐58購04,68.0,0.36,20260806
04380U,萬海元大51售09,63.7,0.35,20260113
043810,SP黃豆永豐57購01,23.0,0.395,20260708
043811,欣興永豐55購03,213.34,0.121,20260507
043812,聯鈞永豐56購03,318.0,0.039,20260608
043813,世芯永豐57購01,4587.5,0.004,20260708
043814,世芯永豐57購02,5505.0,0.01,20260708
043815,世芯永豐59購01,5505.0,0.005,20260908
043816,愛普永豐55購02,456.96,0.023,20260507
043817,至上永豐55購03,88.0,0.1,20260507
043818,勤誠永豐56購02,1250.0,0.015,20260608
043819,勤誠永豐57購01,1094.5,0.005,20260708
04381U,大立光元大51售13,2075.7,0.006,20260113
043820,勤誠永豐58購01,1492.5,0.01,20260806
043821,士電兆豐57購01,206.5,0.035,20260708
043822,楠梓電兆豐57購01,113.8,0.055,20260708
043823,國巨兆豐55購03,268.88,0.03,20260507
043824,台光電兆豐57購01,1888.88,0.006,20260708
043825,奇鋐兆豐55購02,1888.88,0.008,20260507
043826,精成科兆豐57購01,143.8,0.045,20260708
043827,勤誠兆豐57購01,1088.0,0.006,20260708
043829,勤誠兆豐58購01,1288.0,0.007,20260806
04382U,亞光元大51售08,105.0,0.125,20260113
043830,台灣50富邦58購02,72.0,0.3,20260806
043831,南亞富邦56購01,54.0,0.24,20260608
043832,中砂富邦56購02,410.0,0.03,20260608
043833,華新富邦55購03,35.0,0.23,20260507
043834,華榮富邦55購01,49.0,0.175,20260507
043835,旺宏富邦55購02,40.88,0.15,20260507
043836,旺宏富邦57購01,50.88,0.2,20260708
043837,聯發科富邦55購06,1500.88,0.01,20260507
043838,元大金富邦56購01,47.0,0.64,20260608
043839,奇鋐富邦55購06,1740.0,0.005,20260507
04383U,欣興元大51售05,99.23,0.101,20260113
043840,神達富邦56購02,128.0,0.085,20260608
043841,定穎控富邦58購01,129.88,0.045,20260806
043842,力成富邦56購01,210.0,0.05,20260608
043843,保瑞富邦55購02,750.0,0.015,20260507
043844,臺股指富邦58購05,30888.88,0.001,20260806
043845,T50正2中信5B購02,517.0,0.02,20261106
043846,美債2X中信5B購01,8.8,1.0,20261106
043847,旺宏中信59購01,50.0,0.25,20260908
043848,奇鋐中信55購04,2000.0,0.006,20260507
043849,奇鋐中信57購01,1888.0,0.007,20260708
04384U,神達元大51售17,39.6,0.74,20260113
043850,聯鈞中信57購01,350.0,0.035,20260708
043851,世芯中信5B購01,5500.0,0.003,20261106
043852,勤誠中信55購01,1492.5,0.01,20260507
043853,勤誠中信58購01,1300.0,0.012,20260806
043854,中50凱基57購01,33.5,1.0,20260708
043855,台泥凱基55購01,22.0,0.8,20260507
043856,士電凱基55購03,200.0,0.07,20260507
043857,東元凱基55購02,120.0,0.07,20260507
043858,亞德客凱基56購01,1200.0,0.02,20260608
043859,光寶科凱基55購06,235.0,0.13,20260507
04385U,南電元大51售06,125.0,0.08,20260113
043860,仁寶凱基55購02,34.0,0.5,20260507
043861,旺宏凱基56購03,50.0,0.3,20260608
043862,旺宏凱基56購04,45.0,0.25,20260608
043863,旺宏凱基56購05,40.0,0.2,20260608
043864,智邦凱基55購07,1250.0,0.008,20260507
043865,台光電凱基55購08,1550.0,0.009,20260507
043866,友達凱基55購01,12.5,0.8,20260507
043867,京元電凱基59購02,235.0,0.045,20260908
043868,聯發科凱基56購07,1460.0,0.01,20260608
043869,立隆電凱基56購02,150.0,0.14,20260608
04386U,中砂永豐51售03,296.34,0.023,20260114
043870,華新科凱基55購02,125.0,0.07,20260507
043871,宏達電凱基5B購02,52.0,0.25,20261106
043872,萬海凱基58購01,95.0,0.085,20260806
043873,奇鋐凱基55購08,1860.0,0.01,20260507
043874,緯創凱基58購01,157.0,0.1,20260806
043875,京鼎凱基55購04,475.0,0.085,20260507
043876,聯鈞凱基56購03,380.0,0.08,20260608
043877,聯鈞凱基56購04,300.0,0.05,20260608
043878,聯鈞凱基5A購01,340.0,0.045,20261007
043879,世芯凱基55購08,5425.0,0.01,20260507
04387U,國巨永豐51售02,100.0,0.272,20260114
043880,材料凱基55購02,60.0,0.25,20260507
043881,崇越凱基55購03,350.0,0.04,20260507
043882,帆宣凱基56購01,285.0,0.07,20260608
043883,AES凱基56購03,1850.0,0.01,20260608
043884,勤誠凱基55購01,1450.0,0.016,20260507
043885,勤誠凱基55購02,1300.0,0.012,20260507
043886,勤誠凱基55購03,1150.0,0.009,20260507
043887,華新統一57購02,35.95,0.18,20260708
043888,國巨統一62購01,358.88,0.012,20270129
043889,國巨統一6B購01,358.88,0.007,20271108
04388U,台積電永豐53售04,996.02,0.015,20260312
043890,旺宏統一5B購01,49.38,0.1,20261106
043891,旺宏統一65購01,50.88,0.042,20270506
043892,旺宏統一6B購01,51.11,0.05,20271108
043893,京元電統一65購02,321.68,0.008,20270506
043894,晶豪科統一5C購03,118.88,0.032,20261208
043895,奇鋐統一57購04,1725.0,0.003,20260708
043896,奇鋐統一5B購03,2110.5,0.003,20261106
043897,奇鋐統一5C購03,2000.0,0.002,20261208
043898,奇鋐統一65購01,2088.88,0.001,20270506
043899,聯鈞統一62購01,388.88,0.012,20270129
04389U,智邦永豐51售04,688.99,0.015,20260114
043900,貿聯統一65購02,2028.88,0.001,20270506
043901,日月光統一6B購01,350.0,0.009,20271108
043902,勤誠統一65購01,1234.56,0.002,20270506
043903,勤誠統一65購02,1456.66,0.001,20270506
043904,勤誠統一6B購01,1488.88,0.002,20271108
043905,聯電群益55購04,58.0,0.9,20260507
043906,旺宏群益55購04,37.77,0.25,20260507
043907,智邦群益55購09,1500.0,0.01,20260507
043908,智邦群益55購10,1580.0,0.015,20260507
043909,瑞昱群益55購02,530.0,0.025,20260507
04390U,智原永豐51售02,160.16,0.061,20260114
043910,漢唐群益56購01,888.0,0.01,20260608
043911,奇鋐群益55購03,2240.0,0.015,20260507
043912,景碩群益55購03,145.0,0.18,20260507
043913,祥碩群益5A購01,1525.0,0.003,20261007
043914,保瑞群益55購01,855.0,0.03,20260507
043915,愛普群益55購02,550.0,0.05,20260507
043916,緯穎群益55購07,5250.0,0.007,20260507
043917,汎銓群益55購01,195.0,0.05,20260507
043918,至上群益56購01,111.11,0.11,20260608
043919,勤誠群益55購01,1150.0,0.01,20260507
04391U,A50正2元富51售01,27.0,0.85,20260114
043920,勤誠群益55購02,1390.0,0.015,20260507
043921,台灣50元大55購07,72.0,0.8,20260507
043922,東元元大55購05,139.5,0.046,20260507
043923,亞德客元大55購01,1075.0,0.005,20260507
043924,鴻海元大58購04,292.0,0.021,20260806
043925,台積電元大55購17,1675.0,0.007,20260507
043926,台積電元大55購18,1730.0,0.007,20260507
043927,旺宏元大58購02,45.15,0.11,20260806
043928,智邦元大55購14,1415.0,0.008,20260507
043929,鴻準元大5A購01,70.1,0.135,20261007
04392U,上証2X國票52售03,32.0,0.9,20260210
043930,致茂元大55購05,1005.0,0.012,20260507
043931,金像電元大59購03,710.0,0.01,20260908
043932,菱生元大55購01,29.93,0.485,20260507
043933,大同元大55購02,41.3,0.358,20260507
043934,微星元大55購02,117.5,0.064,20260507
043935,建準元大55購02,168.0,0.042,20260507
043936,建準元大55購03,210.0,0.045,20260507
043937,建準元大5B購02,203.0,0.024,20261106
043938,京元電元大5A購01,325.0,0.02,20261007
043939,創見元大55購02,146.0,0.043,20260507
04393U,美費半國票51售01,42.0,0.4,20260114
043940,可成元大55購02,265.5,0.072,20260507
043941,華新科元大55購03,141.5,0.047,20260507
043942,長榮元大55購13,257.5,0.093,20260507
043943,玉山金元大55購02,31.03,0.808,20260507
043944,奇鋐元大55購08,2165.0,0.007,20260507
043945,晶技元大55購01,98.0,0.133,20260507
043946,緯創元大55購07,195.0,0.096,20260507
043947,京鼎元大58購01,492.5,0.024,20260806
043948,聯鈞元大55購02,287.0,0.017,20260507
043949,聯鈞元大57購04,311.0,0.021,20260708
04394U,台積電國票52售03,996.02,0.015,20260210
043950,聯鈞元大58購03,374.0,0.021,20260806
043951,華擎元大55購01,441.5,0.027,20260507
043952,碩天元大55購01,264.5,0.06,20260507
043953,貿聯元大58購03,1860.0,0.004,20260806
043954,jpp元大5B購02,310.0,0.008,20261106
043955,亞翔元大55購04,602.0,0.019,20260507
043956,力成元大55購02,195.5,0.048,20260507
043957,康舒元大5A購02,47.8,0.101,20261007
043958,旭隼元大55購03,1425.0,0.004,20260507
043959,保瑞元大55購04,701.0,0.02,20260507
04395U,聯發科國票51售03,1300.0,0.01,20260114
043960,愛普元大55購01,609.0,0.02,20260507
043961,緯穎元大55購07,6330.0,0.003,20260507
043962,力積電元大57購04,45.0,0.201,20260708
043963,至上元大55購02,85.3,0.098,20260507
043964,至上元大58購03,103.0,0.099,20260806
043965,至上元大5A購02,107.0,0.075,20261007
043967,南茂元大55購01,52.2,0.412,20260507
043968,勤誠元大55購01,1417.5,0.006,20260507
043969,台泥永豐55購01,24.58,0.52,20260507
04396U,奇鋐國票52售04,793.06,0.007,20260210
043970,華新永豐56購03,30.0,0.186,20260609
043971,鴻海永豐57購02,285.0,0.053,20260709
043972,台積電永豐5B購04,2190.0,0.018,20261109
043973,旺宏永豐57購02,41.0,1.0,20260709
043974,智邦永豐55購04,1420.0,0.033,20260507
043975,建準永豐56購01,252.75,0.058,20260609
043976,晶豪科永豐56購02,118.0,0.058,20260609
043977,大立光永豐56購01,3307.5,0.028,20260609
043978,奇鋐永豐5B購01,1800.0,0.005,20261109
043979,聚陽兆豐57購01,336.0,0.023,20260709
04397U,上緯控國票53售01,95.0,0.08,20260312
043980,大立光兆豐55購01,2588.88,0.007,20260507
043981,大立光兆豐56購02,2788.88,0.008,20260609
043982,金像電台新55購01,600.0,0.038,20260507
043983,創見中信55購01,220.0,0.06,20260507
043984,緯創中信55購02,185.0,0.12,20260507
043985,世芯中信5B購02,5000.0,0.001,20261109
043986,台灣50元富55購08,71.0,1.0,20260507
043987,滬深2X元富55購04,22.0,1.0,20260507
043988,元債2X元富51購01,9.8,1.0,20260119
043989,元金2X元富5B購01,90.0,0.2,20261109
04398U,穎崴國票52售03,1000.0,0.007,20260210
043990,華榮元富55購01,46.0,0.3,20260507
043991,楠梓電元富58購01,115.0,0.1,20260807
043992,台積電元富6B購01,1800.0,0.05,20271109
043993,鴻海元富51購01,289.49,0.083,20260119
043994,旺宏元富56購01,43.5,0.65,20260609
043995,旺宏元富56購02,51.0,0.65,20260609
043996,旺宏元富58購01,39.0,0.2,20260807
043997,旺宏元富58購02,45.0,0.2,20260807
043998,建準元富56購01,220.0,0.07,20260609
043999,建準元富56購02,252.0,0.1,20260609
04399U,緯穎國票52售03,2200.0,0.003,20260210
044000,萬海元富55購02,92.0,0.25,20260507
044001,緯創元富55購04,180.0,0.1,20260507
044002,緯創元富55購05,206.25,1.0,20260507
044003,京鼎元富55購03,377.77,0.037,20260507
044004,世芯元富55購06,4800.0,0.005,20260507
044005,保瑞元富55購03,888.0,0.1,20260507
044006,華東元富55購01,40.0,0.5,20260507
044007,台灣50國票57購01,72.5,1.0,20260709
044008,台灣50國票5B購01,85.0,1.0,20261109
044009,元金2X國票57購03,95.0,0.25,20260709
04400U,滬深2X國泰52售05,14.0,1.0,20260210
044010,東元國票55購02,115.0,0.06,20260507
044011,東元國票57購01,142.5,0.08,20260709
044012,中興電國票56購01,180.0,0.07,20260609
044013,中砂國票56購01,360.0,0.05,20260609
044014,大亞國票56購02,46.0,0.25,20260609
044015,華通國票56購01,94.0,0.2,20260609
044016,楠梓電國票56購01,110.0,0.1,20260609
044017,創見國票56購01,220.0,0.09,20260609
044018,可成國票55購01,230.0,0.085,20260507
044019,強茂國票58購01,95.0,0.15,20260807
04401U,南電國泰53售01,125.0,0.075,20260312
044020,宏達電國票57購02,70.0,0.5,20260709
044021,玉山金國票56購02,36.0,0.7,20260609
044022,中信金國票56購01,50.0,0.5,20260609
044023,健鼎國票56購02,380.0,0.05,20260609
044024,材料國票56購02,70.0,0.25,20260609
044025,亞翔國票55購02,500.0,0.025,20260507
044026,亞翔國票56購02,567.5,0.03,20260609
044027,亞翔國票57購01,711.0,0.05,20260709
044028,精成科國票55購02,130.0,0.06,20260507
044029,精成科國票56購02,175.0,0.1,20260609
04402U,貿聯群益57售01,782.73,0.02,20260714
044030,啟碁國票56購03,140.0,0.078,20260609
044031,旭隼國票56購01,1400.0,0.005,20260609
044032,矽力國票56購01,320.0,0.11,20260609
044033,來億國票55購01,225.0,0.03,20260507
044034,來億國票56購01,300.0,0.05,20260609
044035,兆聯國票56購02,650.0,0.01,20260609
044036,華東國票55購02,43.0,0.4,20260507
044037,臺股指國票55購06,28000.0,0.001,20260507
044038,臺股指國票56購03,32000.0,0.002,20260609
044039,光寶科富邦55購02,205.0,0.04,20260507
04403U,緯穎群益55售01,1250.0,0.011,20260514
044040,鴻海富邦55購06,248.88,0.025,20260507
044041,致茂富邦55購02,910.0,0.009,20260507
044042,佳能富邦55購01,98.0,0.075,20260507
044043,技嘉富邦56購01,365.0,0.04,20260609
044044,欣興富邦55購02,173.65,0.03,20260507
044045,緯創富邦56購02,140.0,0.04,20260609
044046,群創富邦55購02,17.0,0.81,20260507
044047,材料富邦55購01,66.0,0.105,20260507
044048,力積電富邦56購01,41.0,0.19,20260609
044049,臺股指富邦55購08,27588.28,0.0006,20260507
04404U,臺股指群益59售07,20500.0,0.0005,20260914
044050,臺股指富邦57購07,29000.0,0.0007,20260709
044051,臺股指富邦58購06,31000.0,0.0007,20260807
044052,臺股指富邦62購03,33000.8,0.0007,20270129
044053,臺股指富邦65購01,40888.0,0.002,20270507
044054,滬深2X國泰56購01,22.5,1.0,20260609
044055,聚陽國泰56購01,350.0,0.035,20260609
044056,漢唐國泰56購01,900.0,0.02,20260609
044057,建準國泰56購02,190.0,0.065,20260609
044058,京元電國泰56購02,230.0,0.04,20260609
044059,創見國泰56購02,170.0,0.07,20260609
04405U,滬深2X富邦53售02,13.8,1.0,20260312
044060,景碩國泰56購01,145.0,0.06,20260609
044061,碩天國泰56購01,270.0,0.06,20260609
044062,定穎控國泰56購01,105.0,0.15,20260609
044063,台塑化國泰56購01,55.5,0.3,20260609
044064,昇陽半國泰56購01,175.0,0.05,20260609
044065,至上國泰56購01,80.0,0.1,20260609
044066,至上國泰56購02,85.0,0.1,20260609
044067,道瓊銀群益55購01,42.0,0.733,20260507
044068,南亞群益55購02,49.5,0.3,20260507
044069,東元群益55購02,120.0,0.07,20260507
04406U,滬深2X元大57售02,15.0,0.66,20260714
044070,亞德客群益57購01,1450.0,0.02,20260709
044071,旺宏群益55購05,42.0,0.48,20260507
044072,旺宏群益56購02,52.5,0.3,20260609
044073,台光電群益55購13,1500.0,0.02,20260507
044074,友達群益59購01,18.0,1.0,20260909
044075,建準群益55購04,188.88,0.05,20260507
044076,建準群益56購02,252.5,0.075,20260609
044077,萬海群益55購04,90.0,0.2,20260507
044078,緯創群益55購06,148.0,0.2,20260507
044079,世芯群益55購04,5345.0,0.006,20260507
04407U,金像電元大51售11,160.0,0.25,20260114
044080,材料群益55購02,68.0,0.3,20260507
044081,華東群益55購01,43.27,0.4,20260507
044082,元金2X凱基56購04,80.0,0.25,20260609
044083,儒鴻凱基55購01,650.0,0.07,20260507
044084,中鋼凱基55購01,20.0,1.0,20260507
044085,金寶凱基55購02,24.0,0.6,20260507
044086,旺宏凱基55購05,37.0,0.17,20260507
044087,旺宏凱基59購02,47.0,0.17,20260909
044088,旺宏凱基59購03,43.0,0.15,20260909
044089,鴻準凱基5A購01,70.0,0.2,20261007
04408U,雄獅元大51售01,135.0,0.074,20260114
044090,金像電凱基59購01,696.0,0.022,20260909
044091,微星凱基59購01,140.0,0.1,20260909
044092,億光凱基55購01,70.0,0.3,20260507
044093,建準凱基55購01,250.0,0.12,20260507
044094,建準凱基5B購01,220.0,0.05,20261109
044095,建準凱基5B購02,190.0,0.04,20261109
044096,創見凱基57購02,222.0,0.09,20260709
044097,可成凱基55購02,275.0,0.16,20260507
044098,長榮凱基5B購01,190.0,0.06,20261109
044099,國泰金凱基55購01,77.0,0.66,20260507
04409U,中信金元大51售01,40.0,0.444,20260114
044100,玉山金凱基55購01,33.0,1.0,20260507
044101,景碩凱基57購02,140.0,0.08,20260709
044102,碩天凱基55購01,280.0,0.08,20260507
044103,貿聯凱基58購02,1900.0,0.008,20260807
044104,祥碩凱基58購02,1450.0,0.006,20260807
044105,jpp凱基58購01,420.0,0.05,20260807
044106,亞翔凱基56購02,620.0,0.06,20260609
044107,飛捷凱基55購01,120.0,0.06,20260507
044108,力成凱基56購04,190.0,0.075,20260609
044109,康舒凱基58購01,45.0,0.25,20260807
04410U,晟銘電元大51售05,100.0,0.1,20260114
044110,樺漢凱基55購01,330.0,0.07,20260507
044111,矽力凱基55購03,240.0,0.08,20260507
044112,保瑞凱基55購04,750.0,0.04,20260507
044113,台塑化凱基55購01,75.0,0.7,20260507
044114,愛普凱基55購01,605.0,0.1,20260507
044115,緯穎凱基55購09,6100.0,0.007,20260507
044116,至上凱基55購03,80.0,0.2,20260507
044117,南茂凱基56購01,45.0,0.7,20260609
044118,東元元大55購06,151.0,0.055,20260507
044119,華新元大55購01,41.35,0.216,20260507
04411U,新日興元大51售07,185.04,0.051,20260114
044120,光寶科元大55購04,200.5,0.051,20260507
044121,華通元大58購03,101.5,0.099,20260807
044122,鴻海元大5B購01,286.5,0.017,20261109
044123,仁寶元大55購02,36.25,0.22,20260507
044124,台積電元大55購19,1495.0,0.005,20260507
044125,台積電元大55購20,1490.0,0.004,20260507
044126,旺宏元大58購03,42.65,0.1,20260807
044127,智邦元大55購15,1315.0,0.01,20260507
044128,智邦元大55購16,1115.0,0.008,20260507
044129,金像電元大5A購04,654.0,0.012,20261007
04412U,台灣50凱基53售04,42.2,1.007,20260312
044130,漢唐元大58購03,1110.0,0.011,20260807
044131,友達元大59購01,18.0,1.0,20260909
044132,建準元大55購04,237.0,0.067,20260507
044133,建準元大55購05,196.0,0.045,20260507
044134,建準元大5A購01,252.5,0.029,20261007
044135,可成元大55購03,252.0,0.063,20260507
044136,長榮元大55購14,217.5,0.053,20260507
044137,長榮元大55購15,204.5,0.045,20260507
044138,萬海元大59購01,119.5,0.107,20260909
044139,奇鋐元大55購09,2070.0,0.008,20260507
04413U,台灣50凱基54售07,46.17,1.007,20260414
044140,奇鋐元大55購10,2135.0,0.008,20260507
044141,智原元大55購03,211.5,0.053,20260507
