資料日期:,2025/12/01
項次,權證代號,權證名稱,權證標的,認購/售,美式/歐式,上(下)限型,重設型,牛(熊)證,最新履約價,最新行使比例,初次發行單位數量(千),累計增額發行單位數量(千),累計註銷權證數量(千),到期日
"5608","734257","竹陞永豐4C購01","6739","C","美","","Y","","266.67",".0170","5000","0","0","20251210"
"5609","734258","竹陞永豐53購01","6739","C","美","","Y","","303.46",".0250","5000","0","0","20260309"
"5610","734259","鈦昇永豐4C購01","8027","C","美","","Y","","102.00",".0900","5000","0","0","20251209"
"5611","734260","新復興永豐52購02","4909","C","美","","Y","","68.45",".0830","5000","0","0","20260209"
"5612","734261","萬潤永豐52購01","6187","C","美","","","","473.28",".0870","5000","0","0","20260209"
"5613","734262","鴻呈永豐52購01","6913","C","美","","","","120.06",".0430","5000","0","0","20260209"
"5614","734263","耀勝永豐4C購01","3207","C","美","","","","90.00",".1000","5000","0","0","20251209"
"5615","734264","台特化國泰51購01","4772","C","美","","","","257.68",".0610","5000","0","0","20260109"
"5616","734265","弘塑國泰51購01","3131","C","美","","","","1414.09",".0100","5000","0","2500","20260109"
"5617","734266","印能國泰51購01","7734","C","美","","","","1057.25",".0100","5000","0","2460","20260109"
"5618","734267","智通*國泰51購01","8932","C","美","","","","108.71",".0870","6000","0","4000","20260109"
"5619","734268","元太國票51購01","8069","C","美","","","","312.61",".1540","5000","0","4000","20260109"
"5620","734269","台特化國票51購01","4772","C","美","","","","336.97",".1110","5000","0","0","20260109"
"5621","734270","竹陞國票51購01","6739","C","美","","","","373.07",".0200","5000","0","0","20260109"
"5622","734271","南俊國票52購01","6584","C","美","","","","208.74",".0910","5000","0","4100","20260209"
"5623","734272","家登國票52購01","3680","C","美","","","","532.34",".0810","5000","0","0","20260209"
"5624","734273","晶宏國票51購01","3141","C","美","","","","79.18",".1210","5000","0","3000","20260109"
"5625","734274","新應材國票52購02","4749","C","美","","","","643.66",".0150","5000","0","4000","20260209"
"5626","734275","群聯國票51購01","8299","C","美","","","","761.46",".0860","5000","0","0","20260109"
"5627","734276","元太統一56購01","8069","C","美","","Y","","250.87",".0180","5000","0","0","20260609"
"5628","734277","台特化統一56購01","4772","C","美","","Y","","276.51",".0150","5000","0","0","20260609"
"5629","734278","台燿統一56購03","6274","C","美","","Y","","227.99",".0200","15000","0","0","20260609"
"5630","734279","弘塑統一53購03","3131","C","美","","","","1379.60",".0030","5000","0","0","20260309"
"5631","734280","先進光統一56購03","3362","C","美","","","","140.52",".0130","5000","0","0","20260609"
"5632","734281","竹陞統一56購02","6739","C","美","","","","327.25",".0100","5000","0","0","20260609"
"5633","734282","竹陞統一56購03","6739","C","美","","","","301.06",".0080","10000","0","0","20260610"
"5634","734283","竹陞統一56購04","6739","C","美","","","","297.79",".0090","5000","0","0","20260610"
"5635","734284","竹陞統一5C購01","6739","C","美","","","","364.90",".0080","10000","0","0","20261210"
"5636","734285","良維統一5A購01","6290","C","美","","","","117.57",".0210","5000","0","0","20261012"
"5637","734286","晶宏統一56購01","3141","C","美","","","","70.04",".0400","15000","0","0","20260609"
"5638","734287","鈦昇統一59購01","8027","C","美","","","","108.88",".0280","17600","0","0","20260909"
"5639","734288","新應材統一56購03","4749","C","美","","Y","","757.54",".0050","5000","0","0","20260609"
"5640","734289","鈺太統一56購01","6679","C","美","","","","250.01",".0120","5000","0","0","20260609"
"5641","734290","廣明統一56購02","6188","C","美","","","","98.51",".0230","5000","0","2000","20260609"
"5642","734291","銳澤統一56購01","7703","C","美","","","","145.72",".0060","5000","0","0","20260609"
"5643","734292","穩懋統一56購01","3105","C","美","","","","98.85",".0250","5000","0","0","20260609"
"5644","734293","耀勝統一56購01","3207","C","美","","","","88.88",".0370","5000","0","0","20260609"
"5645","734294","耀勝統一59購01","3207","C","美","","","","108.88",".0290","8000","0","0","20260909"
"5646","734295","台特化富邦52購01","4772","C","歐","","","","297.33",".0300","10000","0","0","20260209"
"5647","734296","欣銓富邦4C購01","3264","C","歐","","","","75.80",".0840","10000","0","0","20251209"
"5648","734297","精材富邦4C購01","3374","C","歐","","","","163.88",".0810","7000","0","0","20251209"
"5649","734298","精材富邦54購01","3374","C","歐","","","","185.48",".0610","10000","0","0","20260409"
"5650","734299","台燿中信4C購02","6274","C","歐","","","","280.00",".1000","5000","0","0","20251209"
"5651","734300","竹陞中信51購01","6739","C","歐","","","","323.98",".0310","5000","0","0","20260109"
"5652","734301","萬潤中信51購01","6187","C","歐","","","","468.16",".0410","5000","0","0","20260109"
"5653","734302","台特化凱基51購03","4772","C","美","","","","297.33",".1010","5000","0","0","20260109"
"5654","734303","台特化凱基52購02","4772","C","美","","","","327.06",".0550","5000","0","0","20260209"
"5655","734304","台特化凱基54購01","4772","C","美","","","","277.51",".0440","5000","0","0","20260409"
"5656","734305","弘塑凱基51購04","3131","C","美","","","","1921.59",".0120","5000","0","2500","20260109"
"5657","734306","竹陞凱基4C購02","6739","C","美","","","","333.80",".0460","5000","0","0","20251210"
"5658","734307","竹陞凱基54購01","6739","C","美","","","","373.07",".0360","5000","0","0","20260409"
"5659","734308","旺矽凱基4C購04","6223","C","美","","","","1181.96",".0360","5000","0","0","20251209"
"5660","734309","神盾凱基51購01","6462","C","美","","","","130.00",".1000","5000","0","0","20260109"
"5661","734310","新應材凱基4C購04","4749","C","美","","","","767.44",".0250","5000","0","2500","20251209"
"5662","734311","萬潤凱基4C購02","6187","C","美","","","","365.75",".0410","5000","0","3500","20251209"
"5663","734312","旺矽兆豐4C購01","6223","C","美","","","","874.65",".0090","5000","0","0","20251210"
"5664","734313","原相兆豐52購01","3227","C","美","","","","237.05",".0290","5000","0","0","20260210"
"5665","734314","台特化群益51購05","4772","C","美","","","","305.26",".0670","5000","0","0","20260112"
"5666","734315","台燿群益4C購02","6274","C","美","","","","231.50",".0500","5000","0","0","20251210"
"5667","734316","竹陞群益4C購01","6739","C","美","","","","323.98",".0200","5000","0","0","20251211"
"5668","734317","宏觀群益51購01","6568","C","美","","","","156.66",".0600","5000","0","0","20260112"
"5669","734318","新漢群益4C購01","8234","C","美","","","","99.36",".2010","5000","0","4500","20251210"
"5670","734319","元太凱基4C購04","8069","C","美","","","","302.84",".1230","5000","0","2500","20251210"
"5671","734320","台特化凱基4C購02","4772","C","美","","","","267.59",".0710","5000","0","0","20251210"
"5672","734321","台燿凱基51購02","6274","C","美","","","","283.00",".1300","5000","0","0","20260112"
"5673","734322","竹陞凱基4C購03","6739","C","美","","","","294.53",".0200","5000","0","0","20251211"
"5674","734323","神盾凱基52購01","6462","C","美","","","","150.00",".0550","5000","0","0","20260210"
"5675","734324","新漢凱基4C購01","8234","C","美","","","","99.36",".1510","5000","0","4500","20251210"
"5676","734325","千附精國票51購01","6829","C","美","","","","133.86",".0680","5000","0","0","20260112"
"5677","734326","振曜國票51購02","6143","C","美","","","","130.00",".0430","5000","0","0","20260112"
"5678","734327","新漢國票4C購02","8234","C","美","","","","84.46",".1510","5000","0","4500","20251210"
"5679","734328","新漢國票51購02","8234","C","美","","","","99.36",".1710","5000","0","4500","20260112"
"5680","734329","萬潤國票51購02","6187","C","美","","","","370.63",".0530","5000","0","4300","20260112"
"5681","734330","聖暉*國票51購01","5536","C","美","","","","468.42",".0410","5000","0","0","20260112"
"5682","734331","僑威國票51購01","3078","C","美","","","","93.56",".1680","5000","0","4300","20260112"
"5683","734332","精材國票52購01","3374","C","美","","","","216.04",".0920","5000","5000","3000","20260210"
"5684","734333","譜瑞國票51購02","4966","C","美","","","","612.57",".0200","5000","0","4500","20260112"
"5685","734334","萬潤國泰51購01","6187","C","美","","","","414.52",".0820","5000","0","0","20260112"
"5686","734335","群聯國泰51購02","8299","C","美","","","","585.73",".0340","5000","0","0","20260112"
"5687","734336","僑威國泰51購01","3078","C","美","","","","80.19",".1570","5000","0","0","20260112"
"5688","734337","新應材台新4C購01","4749","C","歐","","","","693.17",".0180","5000","0","2000","20251210"
"5689","734338","台特化富邦51購01","4772","C","歐","","","","277.51",".0250","7000","0","0","20260112"
"5690","734339","台燿富邦4C購01","6274","C","歐","","","","210.00",".0350","10000","0","0","20251210"
"5691","734340","弘塑富邦53購01","3131","C","歐","","","","1705.66",".0060","10000","0","0","20260310"
"5692","734341","力致統一53購01","3483","C","美","","","","112.62",".0300","5000","0","0","20260310"
"5693","734342","世界統一56購01","5347","C","美","","","","95.64",".0280","5000","0","0","20260610"
"5694","734343","台特化統一53購02","4772","C","美","","","","254.71",".0140","5000","0","0","20260310"
"5695","734344","台特化統一56購02","4772","C","美","","Y","","270.70",".0220","10000","0","0","20260610"
"5696","734345","台特化統一56購03","4772","C","美","","","","256.57",".0140","5000","0","0","20260610"
"5697","734346","台特化統一57購02","4772","C","美","","","","266.48",".0140","7000","0","0","20260710"
"5698","734347","弘塑統一56購01","3131","C","美","","Y","","1583.71",".0030","15000","0","0","20260610"
"5699","734348","光焱統一56購01","7728","C","美","","","","262.09",".0050","5000","0","0","20260610"
"5700","734349","竹陞統一53購01","6739","C","美","","Y","","286.46",".0130","5000","0","0","20260311"
"5701","734350","竹陞統一54購02","6739","C","美","","Y","","325.51",".0120","5000","0","0","20260413"
"5702","734351","竹陞統一58購01","6739","C","美","","Y","","299.47",".0090","20000","0","0","20260811"
"5703","734352","竹陞統一5C購02","6739","C","美","","","","387.30",".0090","16000","0","0","20261211"
"5704","734353","旺矽統一54購03","6223","C","美","","Y","","1011.16",".0070","15000","0","0","20260410"
"5705","734354","南俊統一56購01","6584","C","美","","","","180.79",".0130","5000","0","2000","20260610"
"5706","734355","南俊統一5C購01","6584","C","美","","","","227.51",".0120","5000","0","0","20261210"
"5707","734356","群聯統一54購01","8299","C","美","","","","575.97",".0070","5000","0","0","20260410"
"5708","734357","群聯統一54購02","8299","C","美","","Y","","606.24",".0120","15000","0","0","20260410"
"5709","734358","雙鴻統一54購01","3324","C","美","","Y","","659.31",".0050","5000","0","0","20260410"
"5710","734359","穩懋統一56購02","3105","C","美","","","","99.96",".0460","5000","0","0","20260610"
"5711","734360","耀勝統一54購01","3207","C","美","","Y","","88.15",".0420","5000","0","0","20260410"
"5712","734361","中美晶元富4C購02","5483","C","美","","","","116.20",".1960","5000","0","3000","20251210"
"5713","734362","新漢元富4C購01","8234","C","美","","","","89.43",".1110","5000","0","3500","20251210"
"5714","734363","新應材元富54購02","4749","C","美","","","","722.88",".0100","5000","0","1000","20260410"
"5715","734364","雙鴻元富54購01","3324","C","美","","","","739.36",".0210","5000","0","0","20260410"
"5716","734365","漢磊中信4C購01","3707","C","歐","","","","50.00",".5000","10000","0","0","20251210"
"5717","734366","原相永豐52購02","3227","C","美","","","","238.48",".0610","5000","0","0","20260210"
"5718","734367","博智永豐52購02","8155","C","美","","","","169.64",".0680","5000","0","0","20260210"
"5719","734368","新漢永豐4C購01","8234","C","美","","Y","","88.41",".0910","5000","0","3500","20251210"
"5720","734369","新漢永豐53購01","8234","C","美","","Y","","114.47",".2970","5000","0","384","20260310"
"5721","734370","群聯永豐53購01","8299","C","美","","","","603.31",".0390","5000","0","0","20260310"
"5722","734371","精材永豐53購01","3374","C","美","","","","187.56",".1530","5000","0","0","20260310"
"5723","734372","元太元大52購02","8069","C","美","","","","268.65",".0480","5000","0","0","20260210"
"5724","734373","世界元大4C購02","5347","C","美","","","","126.74",".5080","5000","0","0","20251210"
"5725","734374","台特化元大4C購06","4772","C","美","","","","323.10",".0660","5000","0","0","20251210"
"5726","734375","正德元大4C購01","2641","C","美","","","","24.39",".2830","5000","0","0","20251210"
"5727","734376","竹陞元大4C購01","6739","C","美","","","","343.61",".0350","5000","0","0","20251211"
"5728","734377","旺矽元大52購01","6223","C","美","","","","1211.51",".0350","5000","0","0","20260210"
"5729","734378","創惟元大4C購03","6104","C","美","","","","191.50",".0480","5000","0","0","20251210"
"5730","734379","新漢元大4C購01","8234","C","美","","","","95.09",".0870","5000","0","0","20251210"
